id,label
1571743923.8293521_2.57.png,2.57
1571743923.9962084_2.62.png,2.62
1571743924.2069554_2.69.png,2.69
1571743924.4291162_2.79.png,2.79
1571743924.6401548_2.86.png,2.86
1571743924.8573358_2.92.png,2.92
1571743925.0674522_3.0.png,3.0
1571743925.2839794_3.08.png,3.08
1571743925.490846_3.16.png,3.16
1571743925.704348_3.23.png,3.23
1571743925.9239295_3.29.png,3.29
1571743926.1410055_3.37.png,3.37
1571743926.3692725_3.47.png,3.47
1571743926.5957625_3.57.png,3.57
1571743926.8172278_3.67.png,3.67
1571743927.0404162_3.76.png,3.76
1571743927.2577171_3.83.png,3.83
1571743927.4347367_3.88.png,3.88
1571743927.662313_3.98.png,3.98
1571743927.8841777_4.08.png,4.08
1571743928.1075175_4.17.png,4.17
1571743928.325204_4.26.png,4.26
1571743928.5464501_4.35.png,4.35
1571743928.7624273_4.43.png,4.43
1571743928.9675105_4.5.png,4.5
1571743929.1740088_4.57.png,4.57
1571743929.3898957_4.64.png,4.64
1571743929.6049824_4.71.png,4.71
1571743929.8344848_4.8.png,4.8
1571743930.040309_4.85.png,4.85
1571743930.2575443_4.94.png,4.94
1571743930.4736688_5.01.png,5.01
1571743930.6981127_5.1.png,5.1
1571743930.9177089_5.2.png,5.2
1571743931.1350873_5.27.png,5.27
1571743931.3545268_5.36.png,5.36
1571743931.5794744_5.43.png,5.43
1571743931.795801_5.5.png,5.5
1571743932.0191255_5.58.png,5.58
1571743932.2341604_5.65.png,5.65
1571743932.450448_5.73.png,5.73
1571743932.6787155_5.83.png,5.83
1571743932.896677_5.9.png,5.9
1571743933.0698016_5.95.png,5.95
1571743933.2906504_6.03.png,6.03
1571743933.5174897_6.12.png,6.12
1571743933.7403731_6.2.png,6.2
1571743933.964382_6.27.png,6.27
1571743934.1836724_0.07.png,0.07
1571743934.356838_0.12.png,0.12
1571743934.580405_0.23.png,0.23
1571743934.7900739_0.31.png,0.31
1571743934.9965117_0.37.png,0.37
1571743935.2140937_0.48.png,0.48
1571743935.438674_0.55.png,0.55
1571743935.6570792_0.63.png,0.63
1571743935.874437_0.7.png,0.7
1571743936.0968487_0.79.png,0.79
1571743936.2652245_0.83.png,0.83
1571743936.4398873_0.9.png,0.9
1571743936.656631_0.98.png,0.98
1571743936.8739522_1.05.png,1.05
1571743937.1006188_1.15.png,1.15
1571743937.3175178_1.23.png,1.23
1571743937.5359383_1.29.png,1.29
1571743937.7565634_1.39.png,1.39
1571743937.96844_1.46.png,1.46
1571743938.1803226_1.54.png,1.54
1571743938.401867_1.62.png,1.62
1571743938.6073663_1.68.png,1.68
1571743938.828589_1.79.png,1.79
1571743938.996129_1.84.png,1.84
1571743939.217877_1.92.png,1.92
1571743939.4398584_2.0.png,2.0
1571743939.667366_2.09.png,2.09
1571743939.8898325_2.16.png,2.16
1571743940.1144528_2.26.png,2.26
1571743940.3305802_2.33.png,2.33
1571743940.5509715_2.42.png,2.42
1571743940.7593727_2.5.png,2.5
1571743940.9834123_2.61.png,2.61
1571743941.2003627_2.67.png,2.67
1571743941.4293787_2.78.png,2.78
1571743941.6457803_2.87.png,2.87
1571743941.812705_2.91.png,2.91
1571743942.0396683_3.03.png,3.03
1571743942.25077_3.09.png,3.09
1571743942.4230113_3.15.png,3.15
1571743942.6459527_3.24.png,3.24
1571743942.862891_3.33.png,3.33
1571743943.0857127_3.43.png,3.43
1571743943.3142388_3.51.png,3.51
1571743943.5267854_3.58.png,3.58
1571743943.7471528_3.68.png,3.68
1571743943.9676948_3.78.png,3.78
1571743944.1959817_3.87.png,3.87
1571743944.4166212_3.96.png,3.96
1571743944.6343884_4.02.png,4.02
1571743944.861459_4.13.png,4.13
1571743945.080103_4.2.png,4.2
1571743945.2971606_4.28.png,4.28
1571743945.518852_4.37.png,4.37
1571743945.7395616_4.43.png,4.43
1571743945.9628873_4.51.png,4.51
1571743946.1879766_4.62.png,4.62
1571743946.4111958_4.68.png,4.68
1571743946.635308_4.78.png,4.78
1571743946.8628306_4.88.png,4.88
1571743947.0813422_4.96.png,4.96
1571743947.3127959_5.05.png,5.05
1571743947.5338433_5.15.png,5.15
1571743947.745891_5.21.png,5.21
1571743947.9649503_5.31.png,5.31
1571743948.1941586_5.41.png,5.41
1571743948.4236476_5.51.png,5.51
1571743948.6569152_5.58.png,5.58
1571743948.8738933_5.66.png,5.66
1571743949.0894864_5.74.png,5.74
1571743949.31128_5.83.png,5.83
1571743949.5393488_5.89.png,5.89
1571743949.7630327_5.99.png,5.99
1571743949.9789844_6.07.png,6.07
1571743950.1975567_6.15.png,6.15
1571743950.4124062_6.23.png,6.23
1571743950.5806162_6.27.png,6.27
1571743950.801192_0.1.png,0.1
1571743951.0226874_0.17.png,0.17
1571743951.196153_0.22.png,0.22
1571743951.4127727_0.31.png,0.31
1571743951.6341474_0.41.png,0.41
1571743951.8515558_0.49.png,0.49
1571743952.0677857_0.56.png,0.56
1571743952.2896075_0.65.png,0.65
1571743952.5130627_0.74.png,0.74
1571743952.7283356_0.82.png,0.82
1571743952.9455945_0.91.png,0.91
1571743953.155882_0.98.png,0.98
1571743953.3727524_1.06.png,1.06
1571743953.5892787_1.14.png,1.14
1571743953.763025_1.19.png,1.19
1571743953.9835339_1.29.png,1.29
1571743954.1960752_1.37.png,1.37
1571743954.4126735_1.44.png,1.44
1571743954.622527_1.51.png,1.51
1571743954.839436_1.59.png,1.59
1571743955.061968_1.7.png,1.7
1571743955.2687547_1.76.png,1.76
1571743955.4959414_1.85.png,1.85
1571743955.714133_1.94.png,1.94
1571743955.929754_2.02.png,2.02
1571743956.140827_2.09.png,2.09
1571743956.3217742_2.14.png,2.14
1571743956.496214_2.2.png,2.2
1571743956.7122002_2.29.png,2.29
1571743956.8794923_2.34.png,2.34
1571743957.0958645_2.43.png,2.43
1571743957.2687883_2.48.png,2.48
1571743957.492373_2.58.png,2.58
1571743957.7225535_2.66.png,2.66
1571743957.934746_2.73.png,2.73
1571743958.1592336_2.81.png,2.81
1571743958.398812_2.91.png,2.91
1571743958.637179_3.01.png,3.01
1571743958.8455925_3.08.png,3.08
1571743959.051931_3.15.png,3.15
1571743959.276814_3.25.png,3.25
1571743959.4959455_3.34.png,3.34
1571743959.6626108_3.39.png,3.39
1571743959.8849847_3.49.png,3.49
1571743960.1055357_3.56.png,3.56
1571743960.2777853_3.61.png,3.61
1571743960.5006955_3.71.png,3.71
1571743960.723076_3.79.png,3.79
1571743960.8966067_3.84.png,3.84
1571743961.1163428_3.96.png,3.96
1571743961.3393984_4.03.png,4.03
1571743961.512944_4.08.png,4.08
1571743961.7311015_4.17.png,4.17
1571743961.9106438_4.22.png,4.22
1571743962.1395304_4.32.png,4.32
1571743962.3620803_4.4.png,4.4
1571743962.5721765_4.48.png,4.48
1571743962.7946188_4.56.png,4.56
1571743963.022228_4.64.png,4.64
1571743963.199266_4.69.png,4.69
1571743963.4184506_4.77.png,4.77
1571743963.6457539_4.87.png,4.87
1571743963.862296_4.94.png,4.94
1571743964.0799162_5.02.png,5.02
1571743964.3192067_5.11.png,5.11
1571743964.5344615_5.18.png,5.18
1571743964.7564414_5.27.png,5.27
1571743964.9742987_5.34.png,5.34
1571743965.1957464_5.43.png,5.43
1571743965.3624587_5.48.png,5.48
1571743965.579651_5.57.png,5.57
1571743965.8003154_5.66.png,5.66
1571743966.0420444_5.74.png,5.74
1571743966.2778347_5.81.png,5.81
1571743966.5008452_5.9.png,5.9
1571743966.7232_5.98.png,5.98
1571743966.9343224_6.05.png,6.05
1571743967.1559978_6.13.png,6.13
1571743967.3724558_6.2.png,6.2
1571743967.5856373_6.27.png,6.27
1571743967.8047323_0.07.png,0.07
1571743968.0229313_0.15.png,0.15
1571743968.2386057_0.23.png,0.23
1571743968.4615622_0.33.png,0.33
1571743968.6849096_0.41.png,0.41
1571743968.900413_0.48.png,0.48
1571743969.08482_0.53.png,0.53
1571743969.299225_0.62.png,0.62
1571743969.522656_0.7.png,0.7
1571743969.7522464_0.8.png,0.8
1571743969.9721947_0.88.png,0.88
1571743970.1461365_0.93.png,0.93
1571743970.356784_1.02.png,1.02
1571743970.5786886_1.1.png,1.1
1571743970.7950394_1.18.png,1.18
1571743971.0231361_1.28.png,1.28
1571743971.246468_1.35.png,1.35
1571743971.4799795_1.44.png,1.44
1571743971.651575_1.49.png,1.49
1571743971.880981_1.57.png,1.57
1571743972.046042_1.62.png,1.62
1571743972.2669325_1.72.png,1.72
1571743972.480691_1.8.png,1.8
1571743972.701078_1.89.png,1.89
1571743972.9272015_1.99.png,1.99
1571743973.1509957_2.06.png,2.06
1571743973.3320212_2.11.png,2.11
1571743973.5611513_2.22.png,2.22
1571743973.7942672_2.31.png,2.31
1571743974.0175445_2.4.png,2.4
1571743974.2384198_2.47.png,2.47
1571743974.462355_2.57.png,2.57
1571743974.6898525_2.65.png,2.65
1571743974.912256_2.72.png,2.72
1571743975.1221716_2.79.png,2.79
1571743975.3399591_2.87.png,2.87
1571743975.5563967_2.95.png,2.95
1571743975.7735019_3.04.png,3.04
1571743976.0012314_3.14.png,3.14
1571743976.2267654_3.22.png,3.22
1571743976.467887_3.31.png,3.31
1571743976.6845002_3.4.png,3.4
1571743976.9129336_3.5.png,3.5
1571743977.1317997_3.58.png,3.58
1571743977.3608465_3.67.png,3.67
1571743977.5841053_3.74.png,3.74
1571743977.8059025_3.81.png,3.81
1571743977.9826434_3.86.png,3.86
1571743978.2081947_3.95.png,3.95
1571743978.4449317_4.05.png,4.05
1571743978.6520398_4.12.png,4.12
1571743978.8689303_4.2.png,4.2
1571743979.0891488_4.27.png,4.27
1571743979.312121_4.36.png,4.36
1571743979.5240455_4.43.png,4.43
1571743979.7448146_4.51.png,4.51
1571743979.9599354_4.58.png,4.58
1571743980.1846454_4.66.png,4.66
1571743980.4160225_4.76.png,4.76
1571743980.6388295_4.86.png,4.86
1571743980.857397_4.94.png,4.94
1571743981.0730324_5.02.png,5.02
1571743981.2949033_5.12.png,5.12
1571743981.5131915_5.19.png,5.19
1571743981.7394044_5.28.png,5.28
1571743981.9146087_5.33.png,5.33
1571743982.1306458_5.42.png,5.42
1571743982.3471422_5.5.png,5.5
1571743982.5621762_5.58.png,5.58
1571743982.7937942_5.67.png,5.67
1571743983.0052712_5.74.png,5.74
1571743983.2227857_5.81.png,5.81
1571743983.446223_5.88.png,5.88
1571743983.63309_5.93.png,5.93
1571743983.8601804_6.03.png,6.03
1571743984.0905135_6.11.png,6.11
1571743984.3168302_6.21.png,6.21
1571743984.5380836_0.03.png,0.03
1571743984.7626376_0.12.png,0.12
1571743984.9333103_0.17.png,0.17
1571743985.1563566_0.28.png,0.28
1571743985.3687825_0.36.png,0.36
1571743985.5877147_0.43.png,0.43
1571743985.800788_0.5.png,0.5
1571743986.0309293_0.59.png,0.59
1571743986.2541351_0.67.png,0.67
1571743986.4797132_0.77.png,0.77
1571743986.6925437_0.86.png,0.86
1571743986.9126725_0.92.png,0.92
1571743987.1351876_1.01.png,1.01
1571743987.361924_1.11.png,1.11
1571743987.5790052_1.18.png,1.18
1571743987.8006976_1.24.png,1.24
1571743988.029453_1.33.png,1.33
1571743988.259491_1.42.png,1.42
1571743988.482934_1.49.png,1.49
1571743988.7001083_1.57.png,1.57
1571743988.9189537_1.66.png,1.66
1571743989.145881_1.76.png,1.76
1571743989.3593721_1.84.png,1.84
1571743989.5708082_1.93.png,1.93
1571743989.7952955_2.03.png,2.03
1571743990.0185118_2.12.png,2.12
1571743990.241136_2.21.png,2.21
1571743990.4562535_2.28.png,2.28
1571743990.667951_2.34.png,2.34
1571743990.8854296_2.41.png,2.41
1571743991.1000657_2.49.png,2.49
1571743991.32167_2.6.png,2.6
1571743991.4973724_2.64.png,2.64
1571743991.7181594_2.74.png,2.74
1571743991.9513743_2.82.png,2.82
1571743992.1722832_2.91.png,2.91
1571743992.3953571_3.01.png,3.01
1571743992.6167674_3.1.png,3.1
1571743992.846864_3.19.png,3.19
1571743993.067613_3.25.png,3.25
1571743993.2998097_3.34.png,3.34
1571743993.5171177_3.41.png,3.41
1571743993.7473543_3.49.png,3.49
1571743993.963536_3.56.png,3.56
1571743994.1888149_3.65.png,3.65
1571743994.4115136_3.74.png,3.74
1571743994.5925498_3.79.png,3.79
1571743994.8172657_3.88.png,3.88
1571743995.0343115_3.96.png,3.96
1571743995.2608294_4.05.png,4.05
1571743995.4975348_4.14.png,4.14
1571743995.7249203_4.21.png,4.21
1571743995.9643285_4.29.png,4.29
1571743996.2005694_4.36.png,4.36
1571743996.4291058_4.44.png,4.44
1571743996.6450224_4.51.png,4.51
1571743996.8677983_4.61.png,4.61
1571743997.0899596_4.7.png,4.7
1571743997.309292_4.8.png,4.8
1571743997.5295374_4.86.png,4.86
1571743997.7630088_4.95.png,4.95
1571743997.9861476_5.05.png,5.05
1571743998.213435_5.15.png,5.15
1571743998.4456623_5.24.png,5.24
1571743998.6590395_5.32.png,5.32
1571743998.884561_5.41.png,5.41
1571743999.1020691_5.48.png,5.48
1571743999.3201888_5.57.png,5.57
1571743999.5387151_5.65.png,5.65
1571743999.7504735_5.74.png,5.74
1571743999.9728513_5.83.png,5.83
1571744000.1948688_5.9.png,5.9
1571744000.412751_5.98.png,5.98
1571744000.6459303_6.07.png,6.07
1571744000.862308_6.14.png,6.14
1571744001.079123_6.24.png,6.24
1571744001.296892_0.04.png,0.04
1571744001.5133984_0.12.png,0.12
1571744001.7305202_0.19.png,0.19
1571744001.9458108_0.27.png,0.27
1571744002.1689367_0.35.png,0.35
1571744002.4022062_0.46.png,0.46
1571744002.5805297_0.5.png,0.5
1571744002.8053749_0.6.png,0.6
1571744003.035129_0.7.png,0.7
1571744003.2532427_0.77.png,0.77
1571744003.4750311_0.88.png,0.88
1571744003.6474044_0.92.png,0.92
1571744003.8521652_1.0.png,1.0
1571744004.0684123_1.09.png,1.09
1571744004.2839203_1.17.png,1.17
1571744004.5062168_1.25.png,1.25
1571744004.722216_1.33.png,1.33
1571744004.9351532_1.4.png,1.4
1571744005.1564977_1.5.png,1.5
1571744005.3793828_1.59.png,1.59
1571744005.6009614_1.68.png,1.68
1571744005.8305354_1.78.png,1.78
1571744006.0568204_1.88.png,1.88
1571744006.2774842_1.96.png,1.96
1571744006.5054922_2.06.png,2.06
1571744006.683415_2.11.png,2.11
1571744006.9060318_2.21.png,2.21
1571744007.1216924_2.28.png,2.28
1571744007.3396988_2.38.png,2.38
1571744007.5623326_2.47.png,2.47
1571744007.7871659_2.55.png,2.55
1571744008.0071528_2.65.png,2.65
1571744008.2316093_2.74.png,2.74
1571744008.4510775_2.83.png,2.83
1571744008.6726592_2.9.png,2.9
1571744008.9003623_3.01.png,3.01
1571744009.1290686_3.07.png,3.07
1571744009.305321_3.12.png,3.12
1571744009.5226529_3.21.png,3.21
1571744009.6970603_3.26.png,3.26
1571744009.9186847_3.34.png,3.34
1571744010.130213_3.41.png,3.41
1571744010.345153_3.5.png,3.5
1571744010.5675125_3.58.png,3.58
1571744010.7852275_3.68.png,3.68
1571744010.9563959_3.72.png,3.72
1571744011.173155_3.81.png,3.81
1571744011.4013758_3.9.png,3.9
1571744011.6231256_3.98.png,3.98
1571744011.8458886_4.07.png,4.07
1571744012.0724862_4.15.png,4.15
1571744012.291229_4.23.png,4.23
1571744012.4671166_4.28.png,4.28
1571744012.6889353_4.38.png,4.38
1571744012.856831_4.43.png,4.43
1571744013.068072_4.51.png,4.51
1571744013.2851005_4.61.png,4.61
1571744013.506125_4.71.png,4.71
1571744013.7303848_4.8.png,4.8
1571744013.8970997_4.85.png,4.85
1571744014.1131635_4.93.png,4.93
1571744014.3291256_5.01.png,5.01
1571744014.5623019_5.1.png,5.1
1571744014.7893872_5.21.png,5.21
1571744015.006968_5.27.png,5.27
1571744015.2252173_5.35.png,5.35
1571744015.4627867_5.43.png,5.43
1571744015.6757271_5.5.png,5.5
1571744015.895737_5.6.png,5.6
1571744016.1130652_5.7.png,5.7
1571744016.3486903_5.8.png,5.8
1571744016.574663_5.89.png,5.89
1571744016.786551_5.97.png,5.97
1571744017.0045786_6.06.png,6.06
1571744017.2227824_6.13.png,6.13
1571744017.4062212_6.18.png,6.18
1571744017.6290734_6.27.png,6.27
1571744017.8507974_0.06.png,0.06
1571744018.086442_0.15.png,0.15
1571744018.3171976_0.24.png,0.24
1571744018.5363858_0.33.png,0.33
1571744018.7678137_0.43.png,0.43
1571744018.9916415_0.52.png,0.52
1571744019.229131_0.62.png,0.62
1571744019.4629436_0.71.png,0.71
1571744019.7029235_0.81.png,0.81
1571744019.8733902_0.86.png,0.86
1571744020.100917_0.96.png,0.96
1571744020.2754214_1.01.png,1.01
1571744020.4978034_1.1.png,1.1
1571744020.7340755_1.2.png,1.2
1571744020.9634051_1.28.png,1.28
1571744021.1849248_1.35.png,1.35
1571744021.4119918_1.44.png,1.44
1571744021.6462364_1.54.png,1.54
1571744021.8414876_1.59.png,1.59
1571744022.0630903_1.67.png,1.67
1571744022.2921124_1.74.png,1.74
1571744022.5131621_1.82.png,1.82
1571744022.6899753_1.87.png,1.87
1571744022.9122913_1.96.png,1.96
1571744023.1409955_2.06.png,2.06
1571744023.367437_2.16.png,2.16
1571744023.584244_2.23.png,2.23
1571744023.8075535_2.31.png,2.31
1571744024.0348155_2.41.png,2.41
1571744024.2528973_2.48.png,2.48
1571744024.4730504_2.56.png,2.56
1571744024.6955318_2.66.png,2.66
1571744024.9296453_2.74.png,2.74
1571744025.145793_2.81.png,2.81
1571744025.3525496_2.88.png,2.88
1571744025.5679572_2.96.png,2.96
1571744025.7889369_3.04.png,3.04
1571744026.0125458_3.12.png,3.12
1571744026.2318597_3.2.png,3.2
1571744026.4785604_3.28.png,3.28
1571744026.6973035_3.38.png,3.38
1571744026.866172_3.43.png,3.43
1571744027.0727253_3.51.png,3.51
1571744027.2957826_3.6.png,3.6
1571744027.5141227_3.68.png,3.68
1571744027.7337835_3.78.png,3.78
1571744027.956329_3.86.png,3.86
1571744028.179531_3.94.png,3.94
1571744028.4060009_4.02.png,4.02
1571744028.6299255_4.11.png,4.11
1571744028.8472347_4.19.png,4.19
1571744029.0800529_4.28.png,4.28
1571744029.3004644_4.36.png,4.36
1571744029.5227914_4.44.png,4.44
1571744029.7411063_4.53.png,4.53
1571744029.962772_4.62.png,4.62
1571744030.1742911_4.7.png,4.7
1571744030.3909733_4.77.png,4.77
1571744030.6123812_4.86.png,4.86
1571744030.8191319_4.93.png,4.93
1571744031.0298269_5.0.png,5.0
1571744031.251061_5.08.png,5.08
1571744031.4798489_5.18.png,5.18
1571744031.6993752_5.27.png,5.27
1571744031.9227204_5.35.png,5.35
1571744032.1459265_5.43.png,5.43
1571744032.374212_5.5.png,5.5
1571744032.6125433_5.6.png,5.6
1571744032.829812_5.68.png,5.68
1571744033.0641706_5.77.png,5.77
1571744033.2800033_5.87.png,5.87
1571744033.50092_5.97.png,5.97
1571744033.674124_6.02.png,6.02
1571744033.890883_6.1.png,6.1
1571744034.0686421_6.15.png,6.15
1571744034.2893674_6.25.png,6.25
1571744034.5060499_0.07.png,0.07
1571744034.724052_0.15.png,0.15
1571744034.9412723_0.23.png,0.23
1571744035.1674087_0.33.png,0.33
1571744035.3964097_0.41.png,0.41
1571744035.6239378_0.47.png,0.47
1571744035.838904_0.56.png,0.56
1571744036.0924737_0.65.png,0.65
1571744036.3091228_0.71.png,0.71
1571744036.5292728_0.79.png,0.79
1571744036.756048_0.87.png,0.87
1571744036.9741707_0.94.png,0.94
1571744037.1964447_1.02.png,1.02
1571744037.4190466_1.13.png,1.13
1571744037.630653_1.19.png,1.19
1571744037.8634293_1.29.png,1.29
1571744038.0856977_1.37.png,1.37
1571744038.3073962_1.46.png,1.46
1571744038.5299335_1.52.png,1.52
1571744038.7444184_1.61.png,1.61
1571744038.974674_1.7.png,1.7
1571744039.201749_1.79.png,1.79
1571744039.4242206_1.86.png,1.86
1571744039.640683_1.93.png,1.93
1571744039.862467_2.01.png,2.01
1571744040.0796611_2.09.png,2.09
1571744040.2958379_2.15.png,2.15
1571744040.5077717_2.24.png,2.24
1571744040.7297733_2.31.png,2.31
1571744040.9515111_2.41.png,2.41
1571744041.20063_2.5.png,2.5
1571744041.4245648_2.57.png,2.57
1571744041.6497085_2.68.png,2.68
1571744041.879811_2.75.png,2.75
1571744042.1127567_2.86.png,2.86
1571744042.2956266_2.91.png,2.91
1571744042.5121915_3.0.png,3.0
1571744042.7521365_3.1.png,3.1
1571744042.974008_3.18.png,3.18
1571744043.206976_3.24.png,3.24
1571744043.435497_3.34.png,3.34
1571744043.662571_3.45.png,3.45
1571744043.886873_3.52.png,3.52
1571744044.107346_3.62.png,3.62
1571744044.3354316_3.73.png,3.73
1571744044.5126386_3.78.png,3.78
1571744044.7354324_3.88.png,3.88
1571744044.9578018_3.97.png,3.97
1571744045.1739285_4.05.png,4.05
1571744045.3960414_4.12.png,4.12
1571744045.57357_4.17.png,4.17
1571744045.795631_4.27.png,4.27
1571744046.0291438_4.36.png,4.36
1571744046.2596943_4.45.png,4.45
1571744046.501962_4.51.png,4.51
1571744046.71904_4.6.png,4.6
1571744046.8853023_4.65.png,4.65
1571744047.112731_4.75.png,4.75
1571744047.3234053_4.82.png,4.82
1571744047.5403273_4.89.png,4.89
1571744047.755425_4.95.png,4.95
1571744047.9732888_5.05.png,5.05
1571744048.1853013_5.11.png,5.11
1571744048.4022796_5.2.png,5.2
1571744048.6185863_5.28.png,5.28
1571744048.8348434_5.36.png,5.36
1571744049.0467963_5.44.png,5.44
1571744049.2237082_5.49.png,5.49
1571744049.4464781_5.6.png,5.6
1571744049.6635323_5.66.png,5.66
1571744049.8852448_5.75.png,5.75
1571744050.1068842_5.85.png,5.85
1571744050.3359091_5.94.png,5.94
1571744050.551889_6.02.png,6.02
1571744050.7735689_6.11.png,6.11
1571744050.995523_6.18.png,6.18
1571744051.2094955_6.27.png,6.27
1571744051.4400957_0.09.png,0.09
1571744051.6684303_0.18.png,0.18
1571744051.8923874_0.27.png,0.27
1571744052.1075504_0.36.png,0.36
1571744052.323189_0.42.png,0.42
1571744052.5465975_0.49.png,0.49
1571744052.7569175_0.56.png,0.56
1571744052.9794967_0.66.png,0.66
1571744053.1990988_0.75.png,0.75
1571744053.4252002_0.86.png,0.86
1571744053.5903263_0.9.png,0.9
1571744053.756406_0.96.png,0.96
1571744053.9849799_1.04.png,1.04
1571744054.2067363_1.12.png,1.12
1571744054.4347072_1.23.png,1.23
1571744054.6633215_1.31.png,1.31
1571744054.8910968_1.38.png,1.38
1571744055.112965_1.46.png,1.46
1571744055.323781_1.53.png,1.53
1571744055.5348628_1.6.png,1.6
1571744055.7635705_1.68.png,1.68
1571744055.9898968_1.77.png,1.77
1571744056.2029994_1.84.png,1.84
1571744056.4231694_1.91.png,1.91
1571744056.6362405_1.99.png,1.99
1571744056.864052_2.08.png,2.08
1571744057.0730677_2.15.png,2.15
1571744057.297038_2.23.png,2.23
1571744057.5181417_2.33.png,2.33
1571744057.7302372_2.4.png,2.4
1571744057.9513118_2.47.png,2.47
1571744058.1665132_2.54.png,2.54
1571744058.390386_2.61.png,2.61
1571744058.6182084_2.72.png,2.72
1571744058.8409414_2.82.png,2.82
1571744059.051998_2.88.png,2.88
1571744059.2232418_2.93.png,2.93
1571744059.3953516_2.99.png,2.99
1571744059.6131904_3.07.png,3.07
1571744059.8230686_3.14.png,3.14
1571744060.0462317_3.24.png,3.24
1571744060.247193_3.3.png,3.3
1571744060.467696_3.4.png,3.4
1571744060.6963756_3.49.png,3.49
1571744060.9285414_3.58.png,3.58
1571744061.1563103_3.65.png,3.65
1571744061.3799222_3.74.png,3.74
1571744061.5953283_3.83.png,3.83
1571744061.7617555_3.87.png,3.87
1571744061.9915156_3.97.png,3.97
